1585435017019
1585608271276,10,0,0.15088624,0.5053491,0.0742456
1585608271296,10,0,0.37601808,-0.008382568,0.29578492
1585608271306,4,3,0.02130529,-0.033023197,0.008522116
1585608271315,10,0,0.17842895,0.28979737,0.17603393
1585608271325,4,3,0.06391586,0.0010652645,0.004261058
1585608271335,10,0,-0.04790039,0.68976563,-0.016765136
1585608271345,4,3,-0.029827405,-0.039414786,0.018109495
1585608271354,10,0,0.24548951,0.6777905,0.09220825
1585608271364,4,3,-0.07350325,-0.029827405,-0.013848438
1585608271374,10,0,0.062270507,0.45864624,0.11376343
1585608271384,4,3,-0.07243798,-0.037284255,-0.0127831735
1585608271394,10,0,0.18082398,0.19399658,0.0981958
1585608271404,4,3,-0.022370553,-0.011717909,0.0031957934
1585608271413,10,0,0.29099488,0.28500733,0.16166382
1585608271423,4,3,0.02876214,-0.00958738,-0.0031957934
1585608271433,10,0,0.3939807,0.7544311,0.25506958
1585608271443,4,3,-0.02876214,0.025566347,-0.004261058
1585608271453,10,0,0.16765137,0.57480466,0.16286133
1585608271463,4,3,-0.039414786,0.022370553,-0.020240024
1585608271472,10,0,0.22632934,0.5831873,0.31494507
1585608271482,4,3,-0.070307456,0.02130529,-0.03621899
1585608271492,10,0,0.0371228,0.52091676,-0.19998413
1585608271502,4,3,-0.10120012,0.029827405,-0.02130529
1585608271512,10,0,0.1484912,0.33171022,0.35087037
1585608271522,4,3,-0.03621899,0.018109495,-0.027696876
1585608271531,10,0,0.26824218,0.5640271,0.19998413
1585608271541,4,3,-0.10865697,0.02130529,0.011717909
1585608271551,10,0,0.07664063,0.429906,0.029937744
1585608271561,4,3,-0.010652645,-0.0010652645,0.0
1585608271570,10,0,0.28859985,0.5640271,0.2969824
1585608271581,4,3,0.022370553,-0.004261058,0.013848438
1585608271590,10,0,0.28500733,0.64066774,0.21914428
1585608271600,4,3,-0.00958738,0.035153728,0.017044231
1585608271610,10,0,0.32332763,0.7735913,0.09939331
1585608271620,4,3,-0.067111656,0.039414786,-0.015978966
1585608271629,10,0,0.20836669,0.6825806,0.26704466
1585608271639,4,3,-0.109722234,0.02876214,-0.027696876
1585608271649,10,0,0.25506958,0.3293152,0.16765137
1585608271659,4,3,-0.07137272,0.025566347,-0.027696876
1585608271669,10,0,0.15328126,0.43110353,-0.120948486
1585608271679,4,3,-0.056459013,0.029827405,-0.018109495
1585608271688,10,0,0.16405883,0.49936157,0.21914428
1585608271698,4,3,-0.013848438,-0.0053263223,-0.008522116
1585608271708,10,0,0.16286133,0.6059399,0.05628296
1585608271718,4,3,-0.03621899,-0.02130529,0.008522116
1585608271728,10,0,0.1592688,0.41314086,0.42511597
1585608271738,4,3,0.04261058,-0.02663161,-0.0031957934
1585608271747,10,0,0.3927832,0.7604187,0.15447876
1585608271757,4,3,-0.015978966,-0.007456851,0.010652645
1585608271767,10,0,0.17603393,0.7544311,0.2574646
1585608271777,4,3,-0.067111656,-0.011717909,0.004261058
1585608271786,10,0,0.21315674,0.6059399,0.34847534
1585608271797,4,3,-0.067111656,-0.01917476,0.0053263223
1585608271806,10,0,0.18800904,0.54726195,0.1580713
1585608271816,4,3,-0.05006743,-0.03195793,-0.0031957934
1585608271826,10,0,0.37362304,0.6322852,0.3293152
1585608271836,4,3,-0.047936898,-0.022370553,-0.013848438
1585608271845,10,0,0.4071533,0.53648436,0.17004639
1585608271855,4,3,-0.08628642,-0.0031957934,0.0053263223
1585608271865,10,0,0.3544629,0.2706372,0.38559815
1585608271875,4,3,0.004261058,-0.004261058,0.0063915867
1585608271885,10,0,0.20118164,0.66940796,0.24908203
1585608271895,4,3,0.044741105,-0.02130529,0.0053263223
1585608271904,10,0,0.15208374,0.6262976,0.19040406
1585608271914,4,3,0.027696876,-0.033023197,0.0063915867
1585608271924,10,0,0.28979737,0.6095325,0.23471192
1585608271934,4,3,0.0063915867,-0.0127831735,0.008522116
1585608271944,10,0,0.26105714,0.48379394,0.34967285
1585608271954,4,3,0.080960095,-0.00958738,-0.007456851
1585608271963,10,0,0.33530274,0.8095166,0.41673338
1585608271973,4,3,0.022370553,0.0031957934,0.013848438
1585608271983,10,0,0.13052857,0.70653075,0.34009278
1585608271993,4,3,0.017044231,0.0031957934,0.011717909
1585608272002,10,0,0.03592529,0.54247195,0.17842895
1585608272013,4,3,0.02663161,-0.030892668,0.00958738
1585608272022,10,0,0.3580554,0.6286926,0.18202148
1585608272032,4,3,0.033023197,-0.0063915867,0.0031957934
1585608272042,10,0,0.17962646,0.75083864,0.20597167
1585608272052,4,3,0.017044231,-0.004261058,0.0
1585608272061,10,0,0.29219237,0.5412744,0.43589357
