1587750068698
1587750074656,10,0,0.24788453,0.44906616,0.021555176
1587750074755,10,0,0.21674927,0.28859985,0.009580079
1587750074775,10,0,0.3221301,0.17723145,0.0059875487
1587750074790,4,3,0.034088463,-0.007456851,-0.0053263223
1587750074795,10,0,0.27782226,0.43469605,0.20357665
1587750074810,4,3,-0.015978966,-0.013848438,-0.0053263223
1587750074814,10,0,0.33171022,0.39637575,0.05149292
1587750074829,4,3,-0.02876214,0.0053263223,0.0053263223
1587750074834,10,0,0.27303222,0.48618898,0.032332763
1587750074849,4,3,-0.014913702,0.0,-0.004261058
1587750074854,10,0,0.29817992,0.1580713,0.16405883
1587750074869,4,3,0.002130529,-0.017044231,-0.015978966
1587750074873,10,0,0.2838098,0.368833,0.0742456
1587750074888,4,3,0.0031957934,-0.022370553,-0.010652645
1587750074893,10,0,0.368833,0.83825684,0.21674927
1587750074908,4,3,-0.07669904,0.010652645,0.017044231
1587750074913,10,0,0.3305127,0.60713744,0.07664063
1587750074928,4,3,-0.09374327,0.033023197,0.011717909
1587750074932,10,0,0.09939331,0.41433838,0.13771363
1587750074947,4,3,-0.05326322,-0.03621899,-0.035153728
1587750074952,10,0,0.22872436,0.5173242,0.031135254
1587750074967,4,3,-0.0127831735,-0.03195793,-0.03195793
1587750074972,10,0,0.45864624,0.47301635,0.22872436
1587750074987,4,3,0.017044231,-0.0010652645,-0.0031957934
1587750074991,10,0,0.41074586,0.554447,0.10178833
1587750075006,4,3,0.015978966,0.0063915867,0.0
1587750075011,10,0,0.31734008,0.78915894,0.20597167
1587750075026,4,3,-0.07669904,-0.004261058,-0.004261058
1587750075031,10,0,0.30895752,0.76281375,0.21555176
1587750075046,4,3,-0.17576863,-0.0053263223,-0.0063915867
1587750075050,10,0,0.3580554,0.33530274,0.14010864
1587750075065,4,3,-0.09374327,0.010652645,0.0031957934
1587750075070,10,0,0.33530274,0.26225463,0.18920654
1587750075085,4,3,0.04261058,0.010652645,0.00958738
1587750075090,10,0,0.4263135,0.2933899,0.21674927
1587750075105,4,3,0.11611383,0.035153728,0.02663161
1587750075109,10,0,0.33769774,0.77718383,0.2945874
1587750075124,4,3,0.05539375,0.025566347,0.02130529
1587750075129,10,0,0.24788453,0.7149133,0.20836669
1587750075144,4,3,0.02130529,0.00958738,0.0
1587750075149,10,0,0.20477417,0.7041357,0.2694397
1587750075164,4,3,0.0127831735,-0.022370553,-0.015978966
1587750075168,10,0,0.30296996,0.7041357,0.3412903
1587750075183,4,3,-0.03834952,-0.008522116,-0.002130529
1587750075188,10,0,0.3293152,0.5736072,0.19998413
1587750075203,4,3,-0.025566347,0.024501082,0.014913702
1587750075208,10,0,0.2203418,0.58198977,0.27782226
1587750075223,4,3,0.015978966,-0.0053263223,-0.008522116
1587750075227,10,0,0.37362304,0.5053491,0.28500733
1587750075242,4,3,0.02876214,-0.018109495,-0.015978966
1587750075247,10,0,0.27422974,0.80113405,0.26105714
1587750075262,4,3,-0.035153728,-0.015978966,-0.0053263223
